row,document,status,result_path,focus_node,evidence_xml_id,outcome,relation_xml_id,target,reason
244,cab-001-040,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d0040/event_cab-001-040_cab-001-040_s003_a009,cab-001-040_s003,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
245,cab-001-040,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d0040/event_cab-001-040_cab-001-040_s003_a005,cab-001-040_s003,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
246,cab-001-040,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d0040/event_cab-001-040_cab-001-040_s003_a008,cab-001-040_s003,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
247,cab-001-040,explicit_recoverable,leco:createsRepresentation,https://w3id.org/leco/data/co-ahrb-cab-001-d0040/event_cab-001-040_cab-001-040_s003_a005,cab-001-040_s003,deferred,,,requiere resolver principal(es)/representante(s) y revisar multiplicidad antes de crear RepresentationRelation
249,cab-001-040,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0040/event_cab-001-040_cab-001-040_s003_a009,cab-001-040_s003,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
250,cab-001-042,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d0042/event_cab-001-042_cab-001-042_s008_a002,cab-001-042_s008,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
253,cab-001-042,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0042/event_cab-001-042_cab-001-042_s007_a003,cab-001-042_s007,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
257,cab-001-042,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0042/event_cab-001-042_cab-001-042_s007_a002,cab-001-042_s007,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
261,cab-001-042,contextual_inference,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d0042/event_cab-001-042_cab-001-042_s008_a001,cab-001-042_s008,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
268,cab-001-046,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d0046/event_cab-001-046_cab-001-046_s002_a002,cab-001-046_s002,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
274,cab-001-046,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d0046/event_cab-001-046_cab-001-046_s002_a003,cab-001-046_s002,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
276,cab-001-055,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0055/event_cab-001-055_cab-001-055_s002_a002,cab-001-055_s002,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
277,cab-001-055,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0055/event_cab-001-055_cab-001-055_s003_a001,cab-001-055_s003,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
280,cab-001-055,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0055/event_cab-001-055_cab-001-055_s006_a002,cab-001-055_s006,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
285,cab-001-055,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0055/event_cab-001-055_cab-001-055_s004_a002,cab-001-055_s004,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
288,cab-001-055,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0055/event_cab-001-055_cab-001-055_s002_a003,cab-001-055_s002,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
289,cab-001-055,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0055/event_cab-001-055_cab-001-055_s006_a003,cab-001-055_s006,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
293,cab-001-056,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0056/event_cab-001-056_cab-001-056_s005_a004,cab-001-056_s005,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
295,cab-001-056,contextual_inference,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d0056/event_cab-001-056_cab-001-056_s002_a001,cab-001-056_s002,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
299,cab-001-056,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d0056/event_cab-001-056_cab-001-056_s004_a001,cab-001-056_s004,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
300,cab-001-056,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0056/event_cab-001-056_cab-001-056_s002_a002,cab-001-056_s002,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
302,cab-001-056,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0056/event_cab-001-056_cab-001-056_s003_a003,cab-001-056_s003,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
307,cab-001-056,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0056/event_cab-001-056_cab-001-056_s005_a003,cab-001-056_s005,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
310,cab-001-056,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0056/event_cab-001-056_cab-001-056_s002_a001,cab-001-056_s002,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
