document,focus_node,focus_type,focus_label,segment_id,segment_text,previous_segment_id,previous_segment_text,next_segment_id,next_segment_text,same_segment_entities,previous_segment_entities,next_segment_entities,current_hasParticipant,current_participationActors,current_resolution_status,audit_flag,original_review_status,original_reviewer_note,suggested_review_action,approved_target_xml_id,approved_basis,approved_confidence,participant_review_status,participant_reviewer_note
cab-001-006,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s005_a004,leco:Punishment,castigarlos,cab-001-006_s005,"Por cuanto es costumbre de los gobernantes del Reino y de las justicias, se pregona las penas contra los Indios, Suspenderlos, castigarlos por causar problemas con los vecinos de la ciudad dónde se fiel cumplimiento a esta carta Real Provisión.",cab-001-006_s004,"Por cuanto en los confines y términos de la ciudad de Tunja y sus provincias y poblaciones de Indios hay guerras entre ellos con los Caribes los cuales comen carne humana, para que estos sean castigados por los españoles.",cab-001-006_s006,Finalmente; seguir autorizando los repartimientos de tierras e Indios a los primeros descubridores y conquistadores del Nuevo Reino de Granada.,,,,,,unresolved,unresolved,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-006_s005 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «castigarlos». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.","Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-006,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s004_a004,leco:Punishment,castigados,cab-001-006_s004,"Por cuanto en los confines y términos de la ciudad de Tunja y sus provincias y poblaciones de Indios hay guerras entre ellos con los Caribes los cuales comen carne humana, para que estos sean castigados por los españoles.",cab-001-006_s003,"Hacer relación de su majestad de la cantidad de oro,espadas, Piedras preciosas producidas en este reino, para que por medio de la Real Audencia se entregue el informe, agregando las tierras mas fertiles de los Indigenas ó naturales.",cab-001-006_s005,"Por cuanto es costumbre de los gobernantes del Reino y de las justicias, se pregona las penas contra los Indios, Suspenderlos, castigarlos por causar problemas con los vecinos de la ciudad dónde se fiel cumplimiento a esta carta Real Provisión.",,org:org_cab-001-006_cab-001-006_s003_a002|Real Audencia|same,,,,unresolved,unresolved,needs_review,"Propuesta para revisión: cab-001-006_s004 menciona actores o afectados, pero no es inequívoco que correspondan al acto «castigados» tal como está tipado. Revisar primero la segmentación/tipo de evento antes de enlazar participantes.","Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-006,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s005_a002,leco:Sanction,penas,cab-001-006_s005,"Por cuanto es costumbre de los gobernantes del Reino y de las justicias, se pregona las penas contra los Indios, Suspenderlos, castigarlos por causar problemas con los vecinos de la ciudad dónde se fiel cumplimiento a esta carta Real Provisión.",cab-001-006_s004,"Por cuanto en los confines y términos de la ciudad de Tunja y sus provincias y poblaciones de Indios hay guerras entre ellos con los Caribes los cuales comen carne humana, para que estos sean castigados por los españoles.",cab-001-006_s006,Finalmente; seguir autorizando los repartimientos de tierras e Indios a los primeros descubridores y conquistadores del Nuevo Reino de Granada.,,,,,,unresolved,unresolved,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-006_s005 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «penas». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.","Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-006,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s002_a001,leco:Appointment,Nombrar,cab-001-006_s002,"Nombrar regidores perpetuos a personas hábiles, idónes que sean pobladores y descubridores del Nuevo Reino.",cab-001-006_s001,"Don Pedro de Colmenares y Alonso Tellez informan al Consejode Indias sobre la situación de los descubridores y comendaderos de la ciudad deTunja, para que cumplan las nuevas leyes, ante los motines de Indios, la perpetuidad de los repartimintos del Reino,el pago de las mitas, comprar negros para que ayuden a abrir el camino para el desembarco del Rio Grande de este reino.",cab-001-006_s003,"Hacer relación de su majestad de la cantidad de oro,espadas, Piedras preciosas producidas en este reino, para que por medio de la Real Audencia se entregue el informe, agregando las tierras mas fertiles de los Indigenas ó naturales.",,person:person_cab-001-006_cab-001-006_s001_a001|Pedro de Colmenares|same; person:person_cab-001-006_cab-001-006_s001_a002|Alonso Tellez|same,org:org_cab-001-006_cab-001-006_s003_a002|Real Audencia|same,,,unresolved,unresolved,keep_warning,Propuesta para revisión: en cab-001-006_s002 no se identifica un participante concreto e inequívoco para «Nombrar». Mantener el warning; no crear una persona o grupo genérico solo para completar SHACL.,"Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-007,https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s002_a002,leco:Appeal,apelaciones,cab-001-007_s002,"Dentro de las funciones asignadas, deben realizar suplicas, apelaciones, velar por los negocios de la ciudad, dar cumplimiento de las leyes de su Magestad, poner remedio a los conflictos de los naturales y de los colonos, para el bien de los vecinos del Nuevo Reino de Granada.",cab-001-007_s001,"Los miembros del Cabildo, Justicia y Regimiento otorgan el poder de Procuradores a don Pedro de Colemenares y Alonso Tellez, para que defiendan las causas de la ciudad de Tunja, ante la Real Audiencia de Santafé, Provisión fechada a 1 de diciembre de 1547.",cab-001-007_s003,"Los miembros del cabildo, procedieron a tomar el juramento de fidelidad a los dos Procuradores Generales a quienes se les otorgo el poder de representación y defensa de las causas de la provincia.",,org:org_cab-001-007_cab-001-007_s001_a001|Cabildo|same; org:org_cab-001-007_cab-001-007_s001_a002|Justicia y Regimiento|same; person:person_cab-001-007_cab-001-007_s001_a005|Alonso Tellez|same; org:org_cab-001-007_cab-001-007_s001_a007|Real Audiencia de Santafé|same,org:org_cab-001-007_cab-001-007_s001_a001|cabildo|same,,,unresolved,unresolved,contextual_inference,"Propuesta para revisión: el participante de «apelaciones» no queda como sujeto inequívoco en cab-001-007_s002, pero puede inferirse por continuidad gramatical/institucional. Revisar el contexto inmediato y, si se acepta, registrar la relación como inferida con evidencia y confianza.","Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-007,https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s002_a001,leco:Supplication,suplicas,cab-001-007_s002,"Dentro de las funciones asignadas, deben realizar suplicas, apelaciones, velar por los negocios de la ciudad, dar cumplimiento de las leyes de su Magestad, poner remedio a los conflictos de los naturales y de los colonos, para el bien de los vecinos del Nuevo Reino de Granada.",cab-001-007_s001,"Los miembros del Cabildo, Justicia y Regimiento otorgan el poder de Procuradores a don Pedro de Colemenares y Alonso Tellez, para que defiendan las causas de la ciudad de Tunja, ante la Real Audiencia de Santafé, Provisión fechada a 1 de diciembre de 1547.",cab-001-007_s003,"Los miembros del cabildo, procedieron a tomar el juramento de fidelidad a los dos Procuradores Generales a quienes se les otorgo el poder de representación y defensa de las causas de la provincia.",,org:org_cab-001-007_cab-001-007_s001_a001|Cabildo|same; org:org_cab-001-007_cab-001-007_s001_a002|Justicia y Regimiento|same; person:person_cab-001-007_cab-001-007_s001_a005|Alonso Tellez|same; org:org_cab-001-007_cab-001-007_s001_a007|Real Audiencia de Santafé|same,org:org_cab-001-007_cab-001-007_s001_a001|cabildo|same,,,unresolved,unresolved,contextual_inference,"Propuesta para revisión: el participante de «suplicas» no queda como sujeto inequívoco en cab-001-007_s002, pero puede inferirse por continuidad gramatical/institucional. Revisar el contexto inmediato y, si se acepta, registrar la relación como inferida con evidencia y confianza.","Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-007,https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s001_a003,leco:GrantOfPower,poder,cab-001-007_s001,"Los miembros del Cabildo, Justicia y Regimiento otorgan el poder de Procuradores a don Pedro de Colemenares y Alonso Tellez, para que defiendan las causas de la ciudad de Tunja, ante la Real Audiencia de Santafé, Provisión fechada a 1 de diciembre de 1547.",,,cab-001-007_s002,"Dentro de las funciones asignadas, deben realizar suplicas, apelaciones, velar por los negocios de la ciudad, dar cumplimiento de las leyes de su Magestad, poner remedio a los conflictos de los naturales y de los colonos, para el bien de los vecinos del Nuevo Reino de Granada.",org:org_cab-001-007_cab-001-007_s001_a001|Cabildo|before; org:org_cab-001-007_cab-001-007_s001_a002|Justicia y Regimiento|before; person:person_cab-001-007_cab-001-007_s001_a005|Alonso Tellez|after; org:org_cab-001-007_cab-001-007_s001_a007|Real Audiencia de Santafé|after,,,person:person_cab-001-007_cab-001-007_s001_a005|Alonso Tellez,,resolved,resolved_same_segment_after_REVIEW,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-007_s001 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «poder». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Target situado después del acto: revisar especialmente; puede ser objeto/destinatario y no participante actoral.,,,,pending,
cab-001-007,https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s003_a005,leco:GrantOfPower,poder de representación,cab-001-007_s003,"Los miembros del cabildo, procedieron a tomar el juramento de fidelidad a los dos Procuradores Generales a quienes se les otorgo el poder de representación y defensa de las causas de la provincia.",cab-001-007_s002,"Dentro de las funciones asignadas, deben realizar suplicas, apelaciones, velar por los negocios de la ciudad, dar cumplimiento de las leyes de su Magestad, poner remedio a los conflictos de los naturales y de los colonos, para el bien de los vecinos del Nuevo Reino de Granada.",,,org:org_cab-001-007_cab-001-007_s001_a001|cabildo|before,,,org:org_cab-001-007_cab-001-007_s001_a001|Cabildo,,resolved,resolved_same_segment_before,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-007_s003 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «poder de representación». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Comprobar que la mención anterior al acto funciona realmente como actor/participante y no como autoridad/destinatario.,,,,pending,
cab-001-007,https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s003_a002,leco:Oath,juramento,cab-001-007_s003,"Los miembros del cabildo, procedieron a tomar el juramento de fidelidad a los dos Procuradores Generales a quienes se les otorgo el poder de representación y defensa de las causas de la provincia.",cab-001-007_s002,"Dentro de las funciones asignadas, deben realizar suplicas, apelaciones, velar por los negocios de la ciudad, dar cumplimiento de las leyes de su Magestad, poner remedio a los conflictos de los naturales y de los colonos, para el bien de los vecinos del Nuevo Reino de Granada.",,,org:org_cab-001-007_cab-001-007_s001_a001|cabildo|before,,,org:org_cab-001-007_cab-001-007_s001_a001|Cabildo,,resolved,resolved_same_segment_before,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-007_s003 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «juramento». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Comprobar que la mención anterior al acto funciona realmente como actor/participante y no como autoridad/destinatario.,,,,pending,
cab-001-008,https://w3id.org/leco/data/co-ahrb-cab-001-d008/event_cab-001-008_cab-001-008_s005_a003,leco:Presentation,presentó,cab-001-008_s005,"Don Martin de San Juan Alquacil Mayor, presentó una petición, solicitando el nombramiento de un carcelero, para lo cual proponia el nombre de Pedro Gómez.",cab-001-008_s004,"En esta reunión se platicó sobre la necesidad de traer los mercados a la plaza principal, el Alcalde ordinario considera el bienestar de los vecinos y el aprovisamiento del mercado.",,,person:person_cab-001-008_cab-001-008_s005_a001|Martin de San Juan|before; person:person_cab-001-008_cab-001-008_s005_a007|Pedro Gómez|after,,,,,unresolved,unresolved,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-008_s005 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «presentó». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.","Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-008,https://w3id.org/leco/data/co-ahrb-cab-001-d008/event_cab-001-008_cab-001-008_s003_a002,leco:Appointment,nombrar,cab-001-008_s003,Se acordó nombrar por escribano público de Tunja a Juan quien se le ordena hacer buen uso de su cargo.,cab-001-008_s002,Los miembros del Cabildo se reunieron para tratar asuntos y despachar negocios.,cab-001-008_s004,"En esta reunión se platicó sobre la necesidad de traer los mercados a la plaza principal, el Alcalde ordinario considera el bienestar de los vecinos y el aprovisamiento del mercado.",,org:org_cab-001-008_cab-001-008_s002_a001|Cabildo|same,,,,unresolved,unresolved,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-008_s003 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «nombrar». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.","Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-011,https://w3id.org/leco/data/co-ahrb-cab-001-d0011/event_cab-001-011_cab-001-011_s004_a003,leco:Sanction,penas,cab-001-011_s004,"En está reunión, dijo Hernán Suarez de Villalobos Regidor, que las penas que se impusieran en el Cabildo, debian hacerse cumplir tanto por los naturales como por los colonos Españoles, al infringir las leyes establecidas.",cab-001-011_s003,"En este Cabildo los señores capitulares autoriza efectuar el cobro de los propios de la ciudad en el valle de Cerinza, donde estan los Indios de Honzaga.",cab-001-011_s005,"Don Juan de Horozco, Regidor estuvo de acuerdo con la propuesta, sugiriendo un plazo de nueve días para el pago de sus deudas, en el caso de los propios.",person:person_cab-001-011_cab-001-011_s004_a001|Hernán Suarez de Villalobos|before; org:org_cab-001-011_cab-001-011_s003_a001|Cabildo|after,org:org_cab-001-011_cab-001-011_s003_a001|Cabildo|same,person:person_cab-001-011_cab-001-011_s005_a001|Juan de Horozco|same,person:person_cab-001-011_cab-001-011_s004_a001|Hernán Suarez de Villalobos,,resolved,resolved_same_segment_before,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-011_s004 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «penas». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Comprobar que la mención anterior al acto funciona realmente como actor/participante y no como autoridad/destinatario.,,,,pending,
cab-001-011,https://w3id.org/leco/data/co-ahrb-cab-001-d0011/event_cab-001-011_cab-001-011_s002_a002,leco:Proclamation,pregonar,cab-001-011_s002,Se ordenó pregonar en toda la ciudad lo acordado sobre los ganados y la probición de dejarlos sueltos.,cab-001-011_s001,"En la ciudad de Tunja, el día 16 de Mayo 1548, se reunieron los miembros del Cabildo Justicia y Regimiento quienes acordaron prohibir a los vecinos de la ciudad permitir andar a los ganados por la calles y la plaza de la misma su pena, de $2 tomines.",cab-001-011_s003,"En este Cabildo los señores capitulares autoriza efectuar el cobro de los propios de la ciudad en el valle de Cerinza, donde estan los Indios de Honzaga.",,org:org_cab-001-011_cab-001-011_s001_a003|Cabildo Justicia y Regimiento|same,org:org_cab-001-011_cab-001-011_s003_a001|Cabildo|same,,,unresolved,unresolved,keep_warning,Propuesta para revisión: en cab-001-011_s002 no se identifica un participante concreto e inequívoco para «pregonar». Mantener el warning; no crear una persona o grupo genérico solo para completar SHACL.,"Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-011,https://w3id.org/leco/data/co-ahrb-cab-001-d0011/event_cab-001-011_cab-001-011_s003_a002,leco:Collection,cobro,cab-001-011_s003,"En este Cabildo los señores capitulares autoriza efectuar el cobro de los propios de la ciudad en el valle de Cerinza, donde estan los Indios de Honzaga.",cab-001-011_s002,Se ordenó pregonar en toda la ciudad lo acordado sobre los ganados y la probición de dejarlos sueltos.,cab-001-011_s004,"En está reunión, dijo Hernán Suarez de Villalobos Regidor, que las penas que se impusieran en el Cabildo, debian hacerse cumplir tanto por los naturales como por los colonos Españoles, al infringir las leyes establecidas.",org:org_cab-001-011_cab-001-011_s003_a001|Cabildo|before,,person:person_cab-001-011_cab-001-011_s004_a001|Hernán Suarez de Villalobos|same; org:org_cab-001-011_cab-001-011_s003_a001|Cabildo|same,org:org_cab-001-011_cab-001-011_s003_a001|Cabildo,,resolved,resolved_same_segment_before,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-011_s003 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «cobro». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Comprobar que la mención anterior al acto funciona realmente como actor/participante y no como autoridad/destinatario.,,,,pending,
cab-001-011,https://w3id.org/leco/data/co-ahrb-cab-001-d0011/event_cab-001-011_cab-001-011_s001_a005,leco:Prohibition,prohibir,cab-001-011_s001,"En la ciudad de Tunja, el día 16 de Mayo 1548, se reunieron los miembros del Cabildo Justicia y Regimiento quienes acordaron prohibir a los vecinos de la ciudad permitir andar a los ganados por la calles y la plaza de la misma su pena, de $2 tomines.",,,cab-001-011_s002,Se ordenó pregonar en toda la ciudad lo acordado sobre los ganados y la probición de dejarlos sueltos.,org:org_cab-001-011_cab-001-011_s001_a003|Cabildo Justicia y Regimiento|before,,,org:org_cab-001-011_cab-001-011_s001_a003|Cabildo Justicia y Regimiento,,resolved,resolved_same_segment_before,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-011_s001 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «prohibir». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Comprobar que la mención anterior al acto funciona realmente como actor/participante y no como autoridad/destinatario.,,,,pending,
cab-001-011,https://w3id.org/leco/data/co-ahrb-cab-001-d0011/event_cab-001-011_cab-001-011_s002_a001,leco:OrderAct,ordenó,cab-001-011_s002,Se ordenó pregonar en toda la ciudad lo acordado sobre los ganados y la probición de dejarlos sueltos.,cab-001-011_s001,"En la ciudad de Tunja, el día 16 de Mayo 1548, se reunieron los miembros del Cabildo Justicia y Regimiento quienes acordaron prohibir a los vecinos de la ciudad permitir andar a los ganados por la calles y la plaza de la misma su pena, de $2 tomines.",cab-001-011_s003,"En este Cabildo los señores capitulares autoriza efectuar el cobro de los propios de la ciudad en el valle de Cerinza, donde estan los Indios de Honzaga.",,org:org_cab-001-011_cab-001-011_s001_a003|Cabildo Justicia y Regimiento|same,org:org_cab-001-011_cab-001-011_s003_a001|Cabildo|same,,,unresolved,unresolved,keep_warning,Propuesta para revisión: en cab-001-011_s002 no se identifica un participante concreto e inequívoco para «ordenó». Mantener el warning; no crear una persona o grupo genérico solo para completar SHACL.,"Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-011,https://w3id.org/leco/data/co-ahrb-cab-001-d0011/event_cab-001-011_cab-001-011_s001_a007,leco:Sanction,pena,cab-001-011_s001,"En la ciudad de Tunja, el día 16 de Mayo 1548, se reunieron los miembros del Cabildo Justicia y Regimiento quienes acordaron prohibir a los vecinos de la ciudad permitir andar a los ganados por la calles y la plaza de la misma su pena, de $2 tomines.",,,cab-001-011_s002,Se ordenó pregonar en toda la ciudad lo acordado sobre los ganados y la probición de dejarlos sueltos.,org:org_cab-001-011_cab-001-011_s001_a003|Cabildo Justicia y Regimiento|before,,,org:org_cab-001-011_cab-001-011_s001_a003|Cabildo Justicia y Regimiento,,resolved,resolved_same_segment_before,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-011_s001 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «pena». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Comprobar que la mención anterior al acto funciona realmente como actor/participante y no como autoridad/destinatario.,,,,pending,
cab-001-012,https://w3id.org/leco/data/co-ahrb-cab-001-d0012/event_cab-001-012_cab-001-012_s002_a003,leco:LandGrant,adjudicación,cab-001-012_s002,"En la reunión se trató lo relacionado a la petición presentada por Francisco Martinez, quien solicita la adjudicación de un pedazo de tierra en Sipatá se acordó proveerla petición, siempre y cuando no fuera lesivo para los vecinos de Tunja, ni para el paso de las yeguas al pueblo.",cab-001-012_s001,Cabildo del 6 de Junio 1549 en el que se reunieron los señores Justicia y Regimiento para tratar los asuntos del Real Servicio.,cab-001-012_s003,"También se acordó mandar a los vecinos hierrantes no pasar con los caballos por dichas tierras, so pena de $10 pesos; se ordenó pregonar la orden.",person:person_cab-001-012_cab-001-012_s002_a002|Francisco Martinez|before,org:org_cab-001-012_cab-001-012_s001_a001|Cabildo|same; org:org_cab-001-012_cab-001-012_s001_a003|Justicia y Regimiento|same,,person:person_cab-001-012_cab-001-012_s002_a002|Francisco Martinez,,resolved,resolved_same_segment_before,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-012_s002 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «adjudicación». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Comprobar que la mención anterior al acto funciona realmente como actor/participante y no como autoridad/destinatario.,,,,pending,
cab-001-012,https://w3id.org/leco/data/co-ahrb-cab-001-d0012/event_cab-001-012_cab-001-012_s006_a004,leco:GrantOfPower,poder,cab-001-012_s006,"Tunja, 23 junio 1549, Cabildo en el que se confiere un poder al Alcalde Ordinario Juan de Orozco para que defienda las causas y negocios de la Ciudad en la Real Audencia.",cab-001-012_s005,"15 de Junio de 1549, fecha en laque se dió cumplimiento al pregón ordenado en el Cabildo del día 6 de Junio 1549.",,,org:org_cab-001-012_cab-001-012_s001_a001|Cabildo|before; person:person_cab-001-012_cab-001-012_s006_a006|Juan de Orozco|after; org:org_cab-001-012_cab-001-012_s006_a007|Real Audencia|after,org:org_cab-001-012_cab-001-012_s001_a001|Cabildo|same,,person:person_cab-001-012_cab-001-012_s006_a006|Juan de Orozco,,resolved,resolved_same_segment_after_REVIEW,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-012_s006 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «poder». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Target situado después del acto: revisar especialmente; puede ser objeto/destinatario y no participante actoral.,,,,pending,
cab-001-012,https://w3id.org/leco/data/co-ahrb-cab-001-d0012/event_cab-001-012_cab-001-012_s005_a002,leco:Proclamation,pregón,cab-001-012_s005,"15 de Junio de 1549, fecha en laque se dió cumplimiento al pregón ordenado en el Cabildo del día 6 de Junio 1549.",cab-001-012_s004,"En el cabildo, aprobaron cobrar medio peso del buen oro, por cada vaca, yegua que se encontrara haciendo daño en las sementeras y en el sementerio.",cab-001-012_s006,"Tunja, 23 junio 1549, Cabildo en el que se confiere un poder al Alcalde Ordinario Juan de Orozco para que defienda las causas y negocios de la Ciudad en la Real Audencia.",org:org_cab-001-012_cab-001-012_s001_a001|Cabildo|after,org:org_cab-001-012_cab-001-012_s001_a001|cabildo|same,org:org_cab-001-012_cab-001-012_s001_a001|Cabildo|same; person:person_cab-001-012_cab-001-012_s006_a006|Juan de Orozco|same; org:org_cab-001-012_cab-001-012_s006_a007|Real Audencia|same,org:org_cab-001-012_cab-001-012_s001_a001|Cabildo,,resolved,resolved_same_segment_after_REVIEW,contextual_inference,"Propuesta para revisión: el participante de «pregón» no queda como sujeto inequívoco en cab-001-012_s005, pero puede inferirse por continuidad gramatical/institucional. Revisar el contexto inmediato y, si se acepta, registrar la relación como inferida con evidencia y confianza.",Target situado después del acto: revisar especialmente; puede ser objeto/destinatario y no participante actoral.,,,,pending,
cab-001-012,https://w3id.org/leco/data/co-ahrb-cab-001-d0012/event_cab-001-012_cab-001-012_s002_a006,leco:Petition,petición,cab-001-012_s002,"En la reunión se trató lo relacionado a la petición presentada por Francisco Martinez, quien solicita la adjudicación de un pedazo de tierra en Sipatá se acordó proveerla petición, siempre y cuando no fuera lesivo para los vecinos de Tunja, ni para el paso de las yeguas al pueblo.",cab-001-012_s001,Cabildo del 6 de Junio 1549 en el que se reunieron los señores Justicia y Regimiento para tratar los asuntos del Real Servicio.,cab-001-012_s003,"También se acordó mandar a los vecinos hierrantes no pasar con los caballos por dichas tierras, so pena de $10 pesos; se ordenó pregonar la orden.",person:person_cab-001-012_cab-001-012_s002_a002|Francisco Martinez|before,org:org_cab-001-012_cab-001-012_s001_a001|Cabildo|same; org:org_cab-001-012_cab-001-012_s001_a003|Justicia y Regimiento|same,,person:person_cab-001-012_cab-001-012_s002_a002|Francisco Martinez,,resolved,resolved_same_segment_before,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-012_s002 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «petición». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Comprobar que la mención anterior al acto funciona realmente como actor/participante y no como autoridad/destinatario.,,,,pending,
cab-001-012,https://w3id.org/leco/data/co-ahrb-cab-001-d0012/event_cab-001-012_cab-001-012_s003_a005,leco:Proclamation,pregonar,cab-001-012_s003,"También se acordó mandar a los vecinos hierrantes no pasar con los caballos por dichas tierras, so pena de $10 pesos; se ordenó pregonar la orden.",cab-001-012_s002,"En la reunión se trató lo relacionado a la petición presentada por Francisco Martinez, quien solicita la adjudicación de un pedazo de tierra en Sipatá se acordó proveerla petición, siempre y cuando no fuera lesivo para los vecinos de Tunja, ni para el paso de las yeguas al pueblo.",cab-001-012_s004,"En el cabildo, aprobaron cobrar medio peso del buen oro, por cada vaca, yegua que se encontrara haciendo daño en las sementeras y en el sementerio.",,person:person_cab-001-012_cab-001-012_s002_a002|Francisco Martinez|same,org:org_cab-001-012_cab-001-012_s001_a001|cabildo|same,,,unresolved,unresolved,contextual_inference,"Propuesta para revisión: el participante de «pregonar» no queda como sujeto inequívoco en cab-001-012_s003, pero puede inferirse por continuidad gramatical/institucional. Revisar el contexto inmediato y, si se acepta, registrar la relación como inferida con evidencia y confianza.","Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-012,https://w3id.org/leco/data/co-ahrb-cab-001-d0012/event_cab-001-012_cab-001-012_s004_a002,leco:Approval,aprobaron,cab-001-012_s004,"En el cabildo, aprobaron cobrar medio peso del buen oro, por cada vaca, yegua que se encontrara haciendo daño en las sementeras y en el sementerio.",cab-001-012_s003,"También se acordó mandar a los vecinos hierrantes no pasar con los caballos por dichas tierras, so pena de $10 pesos; se ordenó pregonar la orden.",cab-001-012_s005,"15 de Junio de 1549, fecha en laque se dió cumplimiento al pregón ordenado en el Cabildo del día 6 de Junio 1549.",org:org_cab-001-012_cab-001-012_s001_a001|cabildo|before,,org:org_cab-001-012_cab-001-012_s001_a001|Cabildo|same,org:org_cab-001-012_cab-001-012_s001_a001|Cabildo,,resolved,resolved_same_segment_before,contextual_inference,"Propuesta para revisión: el participante de «aprobaron» no queda como sujeto inequívoco en cab-001-012_s004, pero puede inferirse por continuidad gramatical/institucional. Revisar el contexto inmediato y, si se acepta, registrar la relación como inferida con evidencia y confianza.",Comprobar que la mención anterior al acto funciona realmente como actor/participante y no como autoridad/destinatario.,,,,pending,
